candidate_id,themes,discovery_queries,best_rank,title,authors,published_date,year,venue,volume,issue,pages_or_article,doi,crossref_type,publisher,crossref_url,publisher_url,discovery_source,metadata_status
RAW109,T6,credibility assessment scientific machine learning,4,Credibility Assessment of Twitter Data using Machine Learning Algorithms,Prashanthi T; Rajesh T,2020-06-30,2020,HELIX,10,3,25-29,10.29042/2020-10-3-25-29,journal-article,BioAxis DNA Research Centre,https://api.crossref.org/works/10.29042/2020-10-3-25-29,https://doi.org/10.29042/2020-10-3-25-29,Crossref REST,RAW_CANDIDATE
RAW110,T7,SPH numerical validation reference hierarchy,4,"Establishment and validation of a versatile SPH-based numerical tank for generating wave-alone, current-alone, and wave-current-combined fields",Hong-Guan Lyu; Peng-Nan Sun,2025-04-01,2025,Coastal Engineering,197,,104663,10.1016/j.coastaleng.2024.104663,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.coastaleng.2024.104663,https://doi.org/10.1016/j.coastaleng.2024.104663,Crossref REST,RAW_CANDIDATE
RAW111,T7,SPH verification manufactured solutions,4,Exact and Manufactured Solutions,,2025-04-03,2025,"Verification, Validation, and Uncertainty Quantification in Scientific Computing",,,193-226,10.1017/9781009031004.009,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/9781009031004.009,https://doi.org/10.1017/9781009031004.009,Crossref REST,RAW_CANDIDATE
RAW112,T5,cutoff discontinuity particle simulation,4,From cutoff to causality: regression discontinuity design for evaluating acute kidney injury e-alerts,Andrea L. Schaffer; Laurie A. Tomlinson,2026-05-01,2026,Kidney International,109,5,834-837,10.1016/j.kint.2026.02.011,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.kint.2026.02.011,https://doi.org/10.1016/j.kint.2026.02.011,Crossref REST,RAW_CANDIDATE
RAW113,T1;T3,graph neural network SPH fluid || Hamiltonian graph neural network dynamics,4,"Graph Neural Network, ChebNet, Graph Convolutional Network, and Graph Autoencoder: Tutorial and Survey",Benyamin Ghojogh; Ali Ghodsi,2024-07-09,2024,,,,,10.31219/osf.io/9wk3y,posted-content,Center for Open Science,https://api.crossref.org/works/10.31219/osf.io/9wk3y,https://doi.org/10.31219/osf.io/9wk3y,Crossref REST,RAW_CANDIDATE
RAW114,T6,manufactured solutions learned PDE solver,4,How to train your solver: A method of manufactured solutions for weakly compressible smoothed particle hydrodynamics,Pawan Negi; Prabhu Ramachandran,2021-12-01,2021,Physics of Fluids,33,12,127108,10.1063/5.0072383,journal-article,AIP Publishing,https://api.crossref.org/works/10.1063/5.0072383,https://doi.org/10.1063/5.0072383,Crossref REST,RAW_CANDIDATE
RAW115,T1,data driven smoothed particle hydrodynamics,4,Investigation of gravity-driven infiltration instabilities in smooth and rough fractures using a massively parallel smoothed particle hydrodynamics (SPH) model,Elena Shigorina,2019-02-25,2019,,,,,10.1002/essoar.10500839.1,posted-content,Wiley,https://api.crossref.org/works/10.1002/essoar.10500839.1,https://doi.org/10.1002/essoar.10500839.1,Crossref REST,RAW_CANDIDATE
RAW116,T2,particle based neural operator fluid dynamics,4,Laplacian Eigenfunction-Based Neural Operator for Learning Nonlinear Reaction–Diffusion Dynamics,Jindong Wang; whenrui hao,2025-01-01,2025,,,,,10.2139/ssrn.5245031,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.5245031,https://doi.org/10.2139/ssrn.5245031,Crossref REST,RAW_CANDIDATE
RAW117,T3,Hamiltonian graph neural network dynamics,4,Learning Power System Dynamics with Nearly-Hamiltonian Neural Network,Shaorong Zhang; Nanpeng Yu,2023-07-16,2023,2023 IEEE Power &amp; Energy Society General Meeting (PESGM),,,1-5,10.1109/pesgm52003.2023.10252786,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/pesgm52003.2023.10252786,https://doi.org/10.1109/pesgm52003.2023.10252786,Crossref REST,RAW_CANDIDATE
RAW118,T5,differentiable contact simulation discontinuity,4,Learning Tool Morphology for Contact-Rich Manipulation Tasks with Differentiable Simulation,Mengxi Li; Rika Antonova; Dorsa Sadigh; Jeannette Bohg,2023-05-29,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),,,1859-1865,10.1109/icra48891.2023.10161453,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/icra48891.2023.10161453,https://doi.org/10.1109/icra48891.2023.10161453,Crossref REST,RAW_CANDIDATE
RAW119,T3,momentum conserving neural network particle dynamics,4,Momentum-Conserving Physics-Informed Graph Neural Networks for Dynamical Systems,Olga Fink,2026-02-19,2026,,,,,10.52843/cassyni.nkrp02,posted-content,Cassyni,https://api.crossref.org/works/10.52843/cassyni.nkrp02,https://doi.org/10.52843/cassyni.nkrp02,Crossref REST,RAW_CANDIDATE
RAW120,T6,reporting standards machine learning based science,4,Navigating the Evolving Landscape of Safety Standards for Machine Learning-based Road Vehicle Functions,Simon Burton,2024-08-26,2024,,,,,10.4271/epr2024017,report,SAE International,https://api.crossref.org/works/10.4271/epr2024017,https://doi.org/10.4271/epr2024017,Crossref REST,RAW_CANDIDATE
RAW121,T5,piecewise differentiable simulation topology events,4,Nonlinear Approximation from Differentiable Piecewise Polynomials,Oleg Davydov; Pencho Petrushev,2002-01-01,2002,,,,,10.21236/ada640663,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada640663,https://doi.org/10.21236/ada640663,Crossref REST,RAW_CANDIDATE
RAW122,T5,differentiable neighbor search particles,4,On Nearest Neighbor Degeneracies of Indistinguishable Particles.,Benjamin Kedem,1980-06-01,1980,,,,,10.21236/ada088247,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada088247,https://doi.org/10.21236/ada088247,Crossref REST,RAW_CANDIDATE
RAW123,T3,pairwise conservative force learning,4,Pairwise-additive force fields for selected aqueous monovalent ions from adaptive force matching,Jicun Li; Feng Wang,2015-11-21,2015,The Journal of Chemical Physics,143,19,194505,10.1063/1.4935599,journal-article,AIP Publishing,https://api.crossref.org/works/10.1063/1.4935599,https://doi.org/10.1063/1.4935599,Crossref REST,RAW_CANDIDATE
RAW124,T2;T3,message passing particle fluid simulator || antisymmetric message passing conservation,4,Passing as Social Strategy,N. Megan Kelley,2016-04-04,2016,Projections of Passing,,,,10.14325/mississippi/9781496806277.003.0003,book-chapter,University Press of Mississippi,https://api.crossref.org/works/10.14325/mississippi/9781496806277.003.0003,https://doi.org/10.14325/mississippi/9781496806277.003.0003,Crossref REST,RAW_CANDIDATE
RAW125,T3,equivariant graph neural network particle dynamics,4,Scalable E(3) Equivariant Graph Neural Networks for Particle Simulations,Jonas Hohaus; Philip Matthias Winter; Christoph Schäfer,2024-07-03,2024,,,,,10.5194/epsc2024-1087,posted-content,Copernicus GmbH,https://api.crossref.org/works/10.5194/epsc2024-1087,https://doi.org/10.5194/epsc2024-1087,Crossref REST,RAW_CANDIDATE
RAW126,T1;T2,graph neural network SPH fluid || Lagrangian fluid simulation graph neural network,4,Smooth Particle Swarm Fluid Simulation Algorithm Based on Graph Neural Network,Yixuan He; Huifu Luo,2025-01-10,2025,2025 International Conference on Electrical Automation and Artificial Intelligence (ICEAAI),,,1371-1375,10.1109/iceaai64185.2025.10956858,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/iceaai64185.2025.10956858,https://doi.org/10.1109/iceaai64185.2025.10956858,Crossref REST,RAW_CANDIDATE
RAW127,T2,long horizon particle rollout simulator,4,Stability Ball Rollout,,2016-01-01,2016,Stability Ball Rollout,,,,10.5040/9781350869820,other,Human Kinetics,https://api.crossref.org/works/10.5040/9781350869820,https://doi.org/10.5040/9781350869820,Crossref REST,RAW_CANDIDATE
RAW128,T4,adjoint tangent linear gradient verification,4,Tangent Linear and Adjoint Models,,2022-09-30,2022,Principles of Data Assimilation,,,83-110,10.1017/9781108924238.007,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/9781108924238.007,https://doi.org/10.1017/9781108924238.007,Crossref REST,RAW_CANDIDATE
RAW129,T1,machine learning enhanced SPH solver,4,TNL-SPH: Open-source modular SPH solver for modern computing platforms based on GPU accelerators,Tomas Halada; Luděk Beneš; Jakub Klinkovský; Tomáš Oberhuber,2025-01-01,2025,,,,,10.2139/ssrn.5671636,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.5671636,https://doi.org/10.2139/ssrn.5671636,Crossref REST,RAW_CANDIDATE
RAW130,T2;T3,message passing particle fluid simulator || antisymmetric message passing conservation,5,5 Weitergehende Details zum Message-Passing mit MPI,,2007-12-31,2007,MPI - Eine Einführung,,,107-150,10.1524/9783486841008.107,book-chapter,OLDENBOURG WISSENSCHAFTSVERLAG,https://api.crossref.org/works/10.1524/9783486841008.107,https://doi.org/10.1524/9783486841008.107,Crossref REST,RAW_CANDIDATE
RAW131,T4,differentiable physics solver gradient verification finite difference,5,A FFT-accelerated multi-block finite-difference solver for massively parallel simulations of incompressible flows,Pedro Costa,2022-02-01,2022,Computer Physics Communications,271,,108194,10.1016/j.cpc.2021.108194,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2021.108194,https://doi.org/10.1016/j.cpc.2021.108194,Crossref REST,RAW_CANDIDATE
RAW132,T7,weakly compressible SPH Taylor Green verification,5,A Generalized Density Dissipation for Weakly-Compressible Sph,Bo  Xue Zheng; Zhi  Wen Cai; Pei  Dong Zhao; Xiao  Yang Xu; Tak  Shing Chan; Peng Yu,2023-01-01,2023,,,,,10.2139/ssrn.4579926,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4579926,https://doi.org/10.2139/ssrn.4579926,Crossref REST,RAW_CANDIDATE
RAW133,T2,learned particle simulator graph network,5,Accelerating stochastic simulation of post-failure landslide runout using a random graph neural network-based simulator,Yongjin Choi; Seungjun Lee,2026-01-01,2026,,,,,10.2139/ssrn.6082127,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.6082127,https://doi.org/10.2139/ssrn.6082127,Crossref REST,RAW_CANDIDATE
RAW134,T5,differentiable contact simulation discontinuity,5,Contact-Aware Soft Robot Design via Differentiable Simulation and Morphological Optimization,Zenan Song; Guozhen Zhou; Feifei Chen,2026-01-01,2026,IEEE/ASME Transactions on Mechatronics,,,1-9,10.1109/tmech.2026.3692920,journal-article,Institute of Electrical and Electronics Engineers (IEEE),https://api.crossref.org/works/10.1109/tmech.2026.3692920,https://doi.org/10.1109/tmech.2026.3692920,Crossref REST,RAW_CANDIDATE
RAW135,T7,SPH numerical validation reference hierarchy,5,Coupled SPH–FEM modeling of waterjet-assisted coal cutting: Numerical simulation and experimental validation,Satar Mahdevari; Pedram Bakhtiari Haftlang,2025-09-01,2025,Geomechanics for Energy and the Environment,43,,100732,10.1016/j.gete.2025.100732,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.gete.2025.100732,https://doi.org/10.1016/j.gete.2025.100732,Crossref REST,RAW_CANDIDATE
RAW136,T6,code verification ML augmented solver,5,Development of Verification Methodology for Thermo-Mechanical Solver of MERCURY Fuel Performance Code,Dong-hwa Lee; Sung-Uk Lee; Hyochan Kim,2024-01-01,2024,Transactions of the American Nuclear Society 2024 ANS Annual Conference,130,,428-431,10.13182/t130-44075,proceedings-article,American Nuclear Society,https://api.crossref.org/works/10.13182/t130-44075,https://doi.org/10.13182/t130-44075,Crossref REST,RAW_CANDIDATE
RAW137,T5,piecewise differentiable simulation topology events,5,Differentiable group actions,,2016-06-30,2016,Differential Topology,,,68-93,10.1017/cbo9781316597835.004,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/cbo9781316597835.004,https://doi.org/10.1017/cbo9781316597835.004,Crossref REST,RAW_CANDIDATE
RAW138,T2,particle based neural operator fluid dynamics,5,Fourier neural operator based fluid–structure interaction for predicting the vesicle dynamics,Wang Xiao; Ting Gao; Kai Liu; Jinqiao Duan; Meng Zhao,2024-07-01,2024,Physica D: Nonlinear Phenomena,463,,134145,10.1016/j.physd.2024.134145,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.physd.2024.134145,https://doi.org/10.1016/j.physd.2024.134145,Crossref REST,RAW_CANDIDATE
RAW139,T6,manufactured solutions learned PDE solver,5,GPU-Enhanced PDE Solver Simulating Information Processing in Mach-Zehnder Interferometer,Shounak Das; Francis F Steen,2024-11-13,2024,,,,,10.36227/techrxiv.173153253.35309270/v1,posted-content,Institute of Electrical and Electronics Engineers (IEEE),https://api.crossref.org/works/10.36227/techrxiv.173153253.35309270/v1,https://doi.org/10.36227/techrxiv.173153253.35309270/v1,Crossref REST,RAW_CANDIDATE
RAW140,T6,credibility assessment scientific machine learning,5,Intelligent web archiving and ranking of fake news using metadata-driven credibility assessment and machine learning,Muhammad Faisal Abrar; Muhammad Saqib; Ali Alferaidi; Tariq S. Almuraziq; Raza Uddin; Wilayat Khan; Zawar Hussain Khan,2025-12-22,2025,Scientific Reports,15,1,45115,10.1038/s41598-025-31583-0,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1038/s41598-025-31583-0,https://doi.org/10.1038/s41598-025-31583-0,Crossref REST,RAW_CANDIDATE
RAW141,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || data driven smoothed particle hydrodynamics || smoothed particle hydrodynamics convergence consistency || grand challenges smoothed particle hydrodynamics schemes,5,Introduction,,2003-10-01,2003,Smoothed Particle Hydrodynamics,,,1-32,10.1142/9789812564405_0001,book-chapter,WORLD SCIENTIFIC,https://api.crossref.org/works/10.1142/9789812564405_0001,https://doi.org/10.1142/9789812564405_0001,Crossref REST,RAW_CANDIDATE
RAW142,T4,differentiable CFD automatic differentiation verification,5,JutulDarcy.jl - a fully differentiable high-performance reservoir simulator based on automatic differentiation,Olav Møyner,2025-08-01,2025,Computational Geosciences,29,4,30,10.1007/s10596-025-10366-6,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s10596-025-10366-6,https://doi.org/10.1007/s10596-025-10366-6,Crossref REST,RAW_CANDIDATE
RAW143,T2;T3,Lagrangian fluid simulation graph neural network || Hamiltonian graph neural network dynamics,5,Learning Articulated Rigid Body Dynamics with Lagrangian Graph Neural Network,Ravinder Bhattoo; Sayan Ranu; N M Anoop Krishnan,2022-01-01,2022,Advances in Neural Information Processing Systems 35,,,29789-29800,10.52202/068431-2160,proceedings-article,"Neural Information Processing Systems Foundation, Inc. (NeurIPS)",https://api.crossref.org/works/10.52202/068431-2160,https://doi.org/10.52202/068431-2160,Crossref REST,RAW_CANDIDATE
RAW144,T6,reporting standards machine learning based science,5,Machine Learning increases efficiency and timeliness of National Procedural Clinical Standards KPI reporting (Preprint),Graeme Hart; Michael Woodburn; Nada Marhoon; Alan Pritchard; Jeff Feldman; Karen Liu; Rhys Vaughan,2021-08-04,2021,,,,,10.2196/preprints.32624,posted-content,JMIR Publications Inc.,https://api.crossref.org/works/10.2196/preprints.32624,https://doi.org/10.2196/preprints.32624,Crossref REST,RAW_CANDIDATE
RAW145,T7,SPH verification manufactured solutions,5,Mathematical Verification Using Prescribed or Manufactured Solutions,Sam S. Y. Wang; Yafei Jia,2008-11-03,2008,Verification and Validation of 3D Free-Surface Flow Models,,,120-152,10.1061/9780784409572.ch04,book-chapter,American Society of Civil Engineers,https://api.crossref.org/works/10.1061/9780784409572.ch04,https://doi.org/10.1061/9780784409572.ch04,Crossref REST,RAW_CANDIDATE
RAW146,T3,Hamiltonian graph neural network dynamics,5,Multi-Level Graph Neural Network for Information Fusion in Learning Stock Market Dynamics,Ahmad Asadi; Reza Safabakhsh,2023-01-01,2023,,,,,10.2139/ssrn.4423354,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4423354,https://doi.org/10.2139/ssrn.4423354,Crossref REST,RAW_CANDIDATE
RAW147,T5,differentiable neighbor search particles,5,Nearest Neighbor Search,,2005-01-01,2005,Series in Computer Science,,,,10.1007/0-387-27544-4,book,Springer US,https://api.crossref.org/works/10.1007/0-387-27544-4,https://doi.org/10.1007/0-387-27544-4,Crossref REST,RAW_CANDIDATE
RAW148,T1,graph neural network SPH fluid,5,Network Anomaly Detection Scheme Using Graph Neural Network,Patrice Kisanger,2024-09-05,2024,,,,,10.32920/26883595.v1,posted-content,Ryerson University Library and Archives,https://api.crossref.org/works/10.32920/26883595.v1,https://doi.org/10.32920/26883595.v1,Crossref REST,RAW_CANDIDATE
RAW149,T7,smoothed particle hydrodynamics convergence consistency,5,NUMERICAL CONVERGENCE IN SMOOTHED PARTICLE HYDRODYNAMICS,Qirong Zhu; Lars Hernquist; Yuexing Li,2015-02-02,2015,The Astrophysical Journal,800,1,6,10.1088/0004-637x/800/1/6,journal-article,American Astronomical Society,https://api.crossref.org/works/10.1088/0004-637x/800/1/6,https://doi.org/10.1088/0004-637x/800/1/6,Crossref REST,RAW_CANDIDATE
RAW150,T1,machine learning enhanced SPH solver,5,Parameter Setting in SAT Solver using Machine Learning Techniques,Filip Beskyd; Pavel Surynek,2022-01-01,2022,Proceedings of the 14th International Conference on Agents and Artificial Intelligence,,,586-597,10.5220/0010910200003116,proceedings-article,SCITEPRESS - Science and Technology Publications,https://api.crossref.org/works/10.5220/0010910200003116,https://doi.org/10.5220/0010910200003116,Crossref REST,RAW_CANDIDATE
RAW151,T2,message passing particle fluid simulator,5,Particle Methods as Message Passing,Justin Dauwels; Sascha Korl; Hans-andrea Loeliger,2006-07-01,2006,2006 IEEE International Symposium on Information Theory,,,2052-2056,10.1109/isit.2006.261910,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/isit.2006.261910,https://doi.org/10.1109/isit.2006.261910,Crossref REST,RAW_CANDIDATE
RAW152,T5,dynamic graph differentiation topology,5,Physics-Aware Dynamic Graph Embedding with Contrastive Feature Alignment for Transient Stability Prediction under Grid Topology Variations,Zijian Lyu; Xin Chen; Gengfeng Li,2025-01-01,2025,,,,,10.2139/ssrn.5635597,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.5635597,https://doi.org/10.2139/ssrn.5635597,Crossref REST,RAW_CANDIDATE
RAW153,T3,pairwise conservative force learning,5,Quantitative study of conservative gradient force and non-conservative scattering force exerted on a spherical particle in optical tweezers,Xiao Li; Hongxia Zheng; Chi Hong Yuen; Junjie Du; Jun Chen; Zhifang Lin; Jack Ng,2021-08-02,2021,Optics Express,29,16,25377,10.1364/oe.434208,journal-article,Optica Publishing Group,https://api.crossref.org/works/10.1364/oe.434208,https://doi.org/10.1364/oe.434208,Crossref REST,RAW_CANDIDATE
RAW154,T5,cutoff discontinuity particle simulation,5,Regression Discontinuity,Brandon LeBeau,2026-07-09,2026,Simulation and Power Analysis Using R,,,175-184,10.1201/9781003177876-14,book-chapter,Chapman and Hall/CRC,https://api.crossref.org/works/10.1201/9781003177876-14,https://doi.org/10.1201/9781003177876-14,Crossref REST,RAW_CANDIDATE
RAW155,T3,equivariant graph neural network particle dynamics,5,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",,2024-02-01,2024,,,,,10.1039/d3dd00233k/v2/review2,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d3dd00233k/v2/review2,https://doi.org/10.1039/d3dd00233k/v2/review2,Crossref REST,RAW_CANDIDATE
RAW156,T4,adjoint tangent linear gradient verification,5,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,Hernan G. Arango,2002-08-30,2002,,,,,10.21236/ada627043,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada627043,https://doi.org/10.21236/ada627043,Crossref REST,RAW_CANDIDATE
RAW157,T4,multistep automatic differentiation physics solver,5,The stabilization of high-order multistep schemes for the Laguerre one-way wave equation solver,Andrew V. Terekhov,2018-09-01,2018,Journal of Computational Physics,368,,115-130,10.1016/j.jcp.2018.04.059,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.jcp.2018.04.059,https://doi.org/10.1016/j.jcp.2018.04.059,Crossref REST,RAW_CANDIDATE
RAW158,T6,verification validation trustworthy scientific machine learning,5,Trustworthy Machine Learning with Adversarial Examples,Bo Han; Tongliang Liu,2026-01-01,2026,Trustworthy Machine Learning under Imperfect Data,,,47-101,10.1007/978-981-96-9396-2_3,book-chapter,Springer Nature Singapore,https://api.crossref.org/works/10.1007/978-981-96-9396-2_3,https://doi.org/10.1007/978-981-96-9396-2_3,Crossref REST,RAW_CANDIDATE
RAW159,T4,solver in the loop differentiable physics,5,WaterLily.jl: A differentiable and backend-agnostic Julia solver for incompressible viscous flow around dynamic bodies,Gabriel D. Weymouth; Bernat Font,2025-10-01,2025,Computer Physics Communications,315,,109748,10.1016/j.cpc.2025.109748,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2025.109748,https://doi.org/10.1016/j.cpc.2025.109748,Crossref REST,RAW_CANDIDATE
RAW160,T2,long horizon particle rollout simulator,5,‘Competing priorities’: why is the rollout of e-prescribing taking so long?,,2022-01-01,2022,Pharmaceutical Journal,,,,10.1211/pj.2022.1.157905,journal-article,Royal Pharmaceutical Society,https://api.crossref.org/works/10.1211/pj.2022.1.157905,https://doi.org/10.1211/pj.2022.1.157905,Crossref REST,RAW_CANDIDATE
RAW161,T2,learned particle simulator graph network,6,0BGRaman: Graph Network based Simulator for Forecasting Molecular Polarizability,Marco Minutoli; Mahantesh Halappanavar; Edoardo Aprà; Patrick El-Khoury; Niranjan Govind,2023-09-01,2023,,,,,10.2172/2007881,report,Office of Scientific and Technical Information (OSTI),https://api.crossref.org/works/10.2172/2007881,https://doi.org/10.2172/2007881,Crossref REST,RAW_CANDIDATE
RAW162,T6,reporting standards machine learning based science,6,A Comparative Study of Indian Financial Reporting Standards and International Financial Reporting Standards,,2026-05-21,2026,International Research Journal of Modernization in Engineering Technology &amp; Science,,,,10.56726/irjmets98549,journal-article,International Research Journal of Modernization in Engineering Technology and Science,https://api.crossref.org/works/10.56726/irjmets98549,https://doi.org/10.56726/irjmets98549,Crossref REST,RAW_CANDIDATE
RAW163,T2,Lagrangian fluid simulation graph neural network,6,A Lagrangian relaxation network for graph matching,A. Rangarajan; E.D. Mjolsness,1996-11-01,1996,IEEE Transactions on Neural Networks,7,6,1365-1381,10.1109/72.548165,journal-article,Institute of Electrical and Electronics Engineers (IEEE),https://api.crossref.org/works/10.1109/72.548165,https://doi.org/10.1109/72.548165,Crossref REST,RAW_CANDIDATE
RAW164,T1,graph neural network SPH fluid,6,A Multipurpose Graph Neural Network for Reconstruction in LArTPC Detectors,Giuseppe Cerati; V. Hewes,2023-10-10,2023,A Multipurpose Graph Neural Network for Reconstruction in LArTPC Detectors,,,,10.2172/2361065,proceedings-article,US DOE,https://api.crossref.org/works/10.2172/2361065,https://doi.org/10.2172/2361065,Crossref REST,RAW_CANDIDATE
RAW165,T5,differentiable neighbor search particles,6,A Survey on Nearest Neighbor Search with Keywords,,2017-01-05,2017,International Journal of Science and Research (IJSR),6,1,1984-1989,10.21275/art20164631,journal-article,International Journal of Science and Research,https://api.crossref.org/works/10.21275/art20164631,https://doi.org/10.21275/art20164631,Crossref REST,RAW_CANDIDATE
RAW166,T5,differentiable contact simulation discontinuity,6,An efficient HLL-based scheme for capturing contact-discontinuity in scalar transport by shallow water flow,Sooncheol Hwang; Sangyoung Son,2023-12-01,2023,Communications in Nonlinear Science and Numerical Simulation,127,,107531,10.1016/j.cnsns.2023.107531,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cnsns.2023.107531,https://doi.org/10.1016/j.cnsns.2023.107531,Crossref REST,RAW_CANDIDATE
RAW167,T1,machine learning enhanced SPH solver,6,An enhanced SPH-based hydroelastic FSI solver with structural dynamic hourglass control,Yi Zhan; Min Luo; Abbas Khayyer,2025-06-01,2025,Journal of Fluids and Structures,135,,104295,10.1016/j.jfluidstructs.2025.104295,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.jfluidstructs.2025.104295,https://doi.org/10.1016/j.jfluidstructs.2025.104295,Crossref REST,RAW_CANDIDATE
RAW168,T4,multistep automatic differentiation physics solver,6,Application of Automatic Differentiation to an Incompressible URANS Solver,Emre Özkaya; Anil Nemili; Nicolas R. Gauger,2012-01-01,2012,Lecture Notes in Computational Science and Engineering Recent Advances in Algorithmic Differentiation,,,35-45,10.1007/978-3-642-30023-3_4,book-chapter,Springer Berlin Heidelberg,https://api.crossref.org/works/10.1007/978-3-642-30023-3_4,https://doi.org/10.1007/978-3-642-30023-3_4,Crossref REST,RAW_CANDIDATE
RAW169,T4,differentiable CFD automatic differentiation verification,6,Automatic Differentiation and Applications,Hans-Christoph Fischer,1993-01-01,1993,Mathematics in Science and Engineering Scientific Computing with Automatic Result Verification,,,105-142,10.1016/s0076-5392(08)62844-1,book-chapter,Elsevier,https://api.crossref.org/works/10.1016/s0076-5392%2808%2962844-1,https://doi.org/10.1016/s0076-5392(08)62844-1,Crossref REST,RAW_CANDIDATE
RAW170,T2,long horizon particle rollout simulator,6,Building a Particle Simulator,Brian Weaver; Brian Williams,2015-10-06,2015,,,,,10.2172/1222688,report,Office of Scientific and Technical Information (OSTI),https://api.crossref.org/works/10.2172/1222688,https://doi.org/10.2172/1222688,Crossref REST,RAW_CANDIDATE
RAW171,T3,pairwise conservative force learning,6,Conclusion,,2015-08-25,2015,Conservative Internationalism,,,201-246,10.2307/j.ctvc77cnp.13,book-chapter,Princeton University Press,https://api.crossref.org/works/10.2307/j.ctvc77cnp.13,https://doi.org/10.2307/j.ctvc77cnp.13,Crossref REST,RAW_CANDIDATE
RAW172,T5,dynamic graph differentiation topology,6,Dynamic Graph Convolutional Network: A Topology Optimization Perspective,Bowen Deng; Aimin Jiang,2021-10-25,2021,2021 IEEE 31st International Workshop on Machine Learning for Signal Processing (MLSP),,,1-6,10.1109/mlsp52302.2021.9596206,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/mlsp52302.2021.9596206,https://doi.org/10.1109/mlsp52302.2021.9596206,Crossref REST,RAW_CANDIDATE
RAW173,T4,differentiable physics solver gradient verification finite difference,6,Efficient gradient stencils for robust implicit finite-volume solver convergence on distorted grids,Hiroaki Nishikawa,2019-06-01,2019,Journal of Computational Physics,386,,486-501,10.1016/j.jcp.2019.02.026,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.jcp.2019.02.026,https://doi.org/10.1016/j.jcp.2019.02.026,Crossref REST,RAW_CANDIDATE
RAW174,T3,momentum conserving neural network particle dynamics,6,Energy-momentum conserving integration of multibody dynamics,Peter Betsch; Stefan Uhlar,2007-03-23,2007,Multibody System Dynamics,17,4,243-289,10.1007/s11044-007-9043-9,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s11044-007-9043-9,https://doi.org/10.1007/s11044-007-9043-9,Crossref REST,RAW_CANDIDATE
RAW175,T7,SPH verification manufactured solutions,6,FY20 Verification of BISON Using Analytic and Manufactured Solutions,Aysenur Toptan; Nathan Porter; Jason Hales; Richard Williamson; Martin Pilch,2020-03-31,2020,,,,,10.2172/1614683,report,Office of Scientific and Technical Information (OSTI),https://api.crossref.org/works/10.2172/1614683,https://doi.org/10.2172/1614683,Crossref REST,RAW_CANDIDATE
RAW176,T3,Hamiltonian graph neural network dynamics,6,Graph neural network for Hamiltonian-based material property prediction,Hexin Bai; Peng Chu; Jeng-Yuan Tsai; Nathan Wilson; Xiaofeng Qian; Qimin Yan; Haibin Ling,2022-03-01,2022,Neural Computing and Applications,34,6,4625-4632,10.1007/s00521-021-06616-0,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s00521-021-06616-0,https://doi.org/10.1007/s00521-021-06616-0,Crossref REST,RAW_CANDIDATE
