candidate_id,title,doi,themes,status,rejection_reason
RAW227,A Machine Learning Based Approach for Similarity Search on Biodiversity Knowledge Graphs,10.3897/biss.3.37048,T6,EXCLUDED,screened out after thematic relevance review
RAW228,An Energy Conservative Ray-Tracing Method With a Time Interpolation of the Force Field,10.2172/1183546,T3,EXCLUDED,no relevant methodological evidence
RAW229,Brief Discussion of the $$L^{r}$$-Theory for the Boltzmann Equation: Cutoff and Non-cutoff,10.1007/978-3-030-69784-6_1,T5,EXCLUDED,no relevant methodological evidence
RAW230,Debugging message passing programs using invisible message tags,10.1007/3-540-63697-8_97,T3,EXCLUDED,no relevant methodological evidence
RAW231,Deep inelastic scattering from a momentum conserving two-dimensional cavity,10.1016/0146-6410(88)90019-1,T3,EXCLUDED,screened out after thematic relevance review
RAW232,DiffCloth: Differentiable Cloth Simulation with Dry Frictional Contact,10.1145/3527660,T5,EXCLUDED,screened out after thematic relevance review
RAW233,Equivariant Hamiltonian Graph Neural Networks for Generalizing Dynamics of Magnetic Pendulum System,10.1109/icassp55912.2026.11464786,T3,EXCLUDED,screened out after thematic relevance review
RAW234,Geometry and Topology of Differentiable Manifolds,10.56526/2024.0014,T5,EXCLUDED,secondary source only
RAW235,"Implementation of the steady state Simplified P3 (SP3) transport solver in the finite element neutronic code FENNECS, Part 2: Verification",10.1016/j.anucene.2023.110304,T6,EXCLUDED,screened out after thematic relevance review
RAW236,Inverse analysis of granular flows using differentiable graph neural network simulator,10.1016/j.compgeo.2024.106374,T2,EXCLUDED,screened out after thematic relevance review
RAW237,"JANC: A cost-effective, differentiable compressible reacting flow solver featured with JAX-based adaptive mesh refinement",10.1016/j.cpc.2025.109915,T4,EXCLUDED,screened out after thematic relevance review
RAW238,Leveraging PDE solver for predicting transient space-use dynamics in ecological and epidemiological systems,10.1101/2022.10.26.513924,T6,EXCLUDED,screened out after thematic relevance review
RAW239,Limiting Machine Learning Overfitting Uncertainties Through Persistent Homology,10.1115/vvs2020-8833,T6,EXCLUDED,no relevant methodological evidence
RAW240,Magnetized decaying turbulence in the weakly compressible Taylor-Green vortex,10.1103/physreve.103.043203,T7,EXCLUDED,no relevant methodological evidence
RAW241,Manufactured Solutions for Verification of a Coupled Flow and Material Response Code,10.2514/6.2013-2646,T7,EXCLUDED,screened out after thematic relevance review
RAW242,Multi-scale graph neural network for physics-informed fluid simulation,10.1007/s00371-024-03402-6,T2,EXCLUDED,screened out after thematic relevance review
RAW243,Nearest Neighbor Search,10.1007/978-3-319-17885-1_100844,T5,EXCLUDED,no relevant methodological evidence
RAW244,Neural Operator-Based Prediction of Temperature Dynamics in Lithium Iron Phosphate Batteries for Electric Vehicles,10.20944/preprints202510.0462.v1,T2,EXCLUDED,screened out after thematic relevance review
RAW245,Non-Newsworthy Message Removal for Efficient Credibility Assessment,10.18178/ijmlc.2017.7.6.647,T6,EXCLUDED,no relevant methodological evidence
RAW246,Numerical studies to propose a ghost particle removed SPH (GR-SPH) method,10.1016/j.apm.2016.09.026,T7,EXCLUDED,screened out after thematic relevance review
RAW247,"Prosperity Development as a Governance Paradigm: Aligning Capability, Stewardship, and Long-Horizon Outcomes (A Governance Paradigm for Long-Horizon Prosperity)",10.2139/ssrn.6342701,T2,EXCLUDED,no relevant methodological evidence
RAW248,Raw Differentiable Architecture Search for Speech Deepfake and Spoofing Detection,10.21437/asvspoof.2021-4,T4,EXCLUDED,screened out after thematic relevance review
RAW249,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",10.1039/d3dd00233k/v2/review3,T3,EXCLUDED,duplicate/correction/peer-review record
RAW250,"Review for ""Preserving node similarity adversarial learning graph representation with graph neural network""",10.1002/eng2.12854/v2/review1,T1,EXCLUDED,duplicate/correction/peer-review record
RAW251,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,10.21236/ada626933,T4,EXCLUDED,screened out after thematic relevance review
RAW253,VDB,10.1145/2487228.2487235,T5,EXCLUDED,no relevant methodological evidence
RAW254,A three-dimensional multi-phase-field vesicles model and its practical finite difference solver,10.1016/j.cpc.2026.110053,T4,EXCLUDED,screened out after thematic relevance review
RAW255,"Accommodating clinical trials and other externally manufactured cellular therapy products: challenges, lessons learned and creative solutions",10.1016/j.jcyt.2021.04.005,T6,EXCLUDED,screened out after thematic relevance review
RAW256,Analystss Long-Horizon Earnings Forecast Properties and Long-Horizon Macroeconomic Forecast Optimism,10.2139/ssrn.2744069,T2,EXCLUDED,no relevant methodological evidence
RAW257,BACK MATTER,10.1142/9789812564405_bmatter,T1;T7,EXCLUDED,secondary source only
RAW258,CBFDR- Context-Based Fake News Detection and Reporting using Blockchain and Machine Learning,10.21203/rs.3.rs-1696196/v1,T6,EXCLUDED,no relevant methodological evidence
RAW259,Comparing Momentum-Conserving and Energy-Conserving Electrostatic Particle-In-Cell Schemes in VSim,10.1109/icops45740.2023.10481505,T3,EXCLUDED,screened out after thematic relevance review
RAW261,Conclusion: FREEDOM AND FORCE,10.1515/9781400873722-011,T3,EXCLUDED,no relevant methodological evidence
RAW262,Convolutional Neural Network Outperforms Graph Neural Network on the Spatially Variant Graph Data,10.3390/math11112515,T1,EXCLUDED,screened out after thematic relevance review
RAW263,Differentiable invariants,10.1016/0040-9383(77)90012-x,T5,EXCLUDED,screened out after thematic relevance review
RAW264,Explainable Global Fairness Verification of Tree-Based Classifiers,10.1109/satml54575.2023.00011,T6,EXCLUDED,screened out after thematic relevance review
RAW266,Forecasting Building Operation Dynamics Using a Physics-Informed Spatio-Temporal Graph Neural Network (Pistgnn) Ensemble,10.2139/ssrn.4926745,T3,EXCLUDED,screened out after thematic relevance review
RAW267,Graph Neural Network for Multi-Physics Geothermal Simulation with Discrete Fracture Network,10.2139/ssrn.5093833,T2,EXCLUDED,screened out after thematic relevance review
RAW269,JAX-Fluids: A fully-differentiable high-order computational fluid dynamics solver for compressible two-phase flows,10.1016/j.cpc.2022.108527,T4,EXCLUDED,screened out after thematic relevance review
RAW270,Message passing systems,10.1007/3-540-56283-4_5,T3,EXCLUDED,no relevant methodological evidence
RAW272,Neighbor-to-Neighbor Search for Fast Coding of Feature Vectors,10.1109/iccv.2013.156,T5,EXCLUDED,no relevant methodological evidence
RAW274,Predicting Glacier Dynamics with Neural Operator-Based Surrogate Models.,10.5194/egusphere-egu25-16232,T2,EXCLUDED,no relevant methodological evidence
RAW275,Ranking Assessment of Event Tweets for Credibility,10.70729/j20133,T6,EXCLUDED,no relevant methodological evidence
RAW276,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",10.1039/d3dd00233k/v2/review1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW277,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,10.21236/ada432421,T4,EXCLUDED,screened out after thematic relevance review
RAW278,Solar energetic particle cutoff variations during the 29-31 October 2003 geomagnetic storm,10.1029/2009sw000488,T5,EXCLUDED,screened out after thematic relevance review
RAW279,Three implementations of B-differentiable Newton method in solving 3D elastoplastic frictional contact problems and their discussion,10.1016/j.cnsns.2025.108888,T5,EXCLUDED,screened out after thematic relevance review
RAW280,Topology-Aware Dynamic High-Order Graph Learning for Hyperspectral Image Classification,10.2139/ssrn.5381621,T5,EXCLUDED,screened out after thematic relevance review
RAW281,Validating a Coupled Sph-Fem Solver for Modeling Surface Effect Ship (Ses) Bow Seal Dynamics,10.1115/1.0001041v,T1,EXCLUDED,screened out after thematic relevance review
RAW282,Validation Studies for Numerical Simulations of Flow Phenomena Expected in the Lower Plenum of a Prismatic VHTR Reference Design,10.2172/911932,T7,EXCLUDED,screened out after thematic relevance review
RAW283,Verification of the Unified Coordinate System by the Method of Manufactured Solutions,10.2514/6.2014-1435,T7,EXCLUDED,screened out after thematic relevance review
RAW284,A comparison of high performance fortran and message passing parallelization of a geophysical fluid model,10.1016/b978-044482327-4/50115-7,T2,EXCLUDED,screened out after thematic relevance review
RAW286,A Productivity Prediction Method Based on Artificial Neural Networks and Particle Swarm Optimization for Shale-Gas Horizontal Wells,10.32604/fdmp.2023.029649,T2,EXCLUDED,screened out after thematic relevance review
RAW287,"A Unified Machine Learning Framework for Enterprise Portfolio Forecasting, Risk Detection, and Automated Reporting",10.20944/preprints202511.2006.v2,T6,EXCLUDED,no relevant methodological evidence
RAW288,A weakly-compressible SPH-porous media model to simulate wave–breakwater interactions,10.1016/j.coastaleng.2025.104811,T7,EXCLUDED,screened out after thematic relevance review
RAW290,Africa may lead rollout of long-lasting HIV drug,10.1126/science.adp4711,T2,EXCLUDED,no relevant methodological evidence
RAW291,An efficient parallel discrete PDE solver,10.1016/0167-8191(96)80005-6,T6,EXCLUDED,screened out after thematic relevance review
RAW292,Are Contact Binaries Undergoing Thermal Relaxation Oscillations with Contact Discontinuity?,10.1086/117563,T5,EXCLUDED,no relevant methodological evidence
RAW295,Differentiable links in manifolds,10.1016/0040-9383(69)90020-2,T5,EXCLUDED,screened out after thematic relevance review
RAW296,Effectiveness of Machine Learning Approaches Towards Credibility Assessment of Crowdfunding Projects for Reliable Recommendations,10.3390/app10249062,T6,EXCLUDED,no relevant methodological evidence
RAW297,"Erratum: “Pairwise-additive force fields for selected aqueous monovalent ions from adaptive force matching” [J. Chem. Phys. 143, 194505 (2015)]",10.1063/1.4936923,T3,EXCLUDED,no relevant methodological evidence
RAW299,FRONT MATTER,10.1142/9789812564405_fmatter,T1;T7,EXCLUDED,secondary source only
RAW300,"GNS: A generalizable Graph Neural Network-based
simulator for particulate and fluid modeling",10.21105/joss.05025,T1;T2,EXCLUDED,screened out after thematic relevance review
RAW301,Hamiltonian dynamics of neural networks,10.1016/s0893-6080(05)80058-9,T3,EXCLUDED,screened out after thematic relevance review
RAW302,HPE-DARTS: Hybrid Pruning and Proxy Evaluation in Differentiable Architecture Search,10.5220/0013148700003890,T5,EXCLUDED,screened out after thematic relevance review
RAW303,"Measurement of geomagnetic cutoff rigidities and particle fluxes below geomagnetic cutoff near Palestine, Texas",10.1029/ja078i010p01515,T5,EXCLUDED,screened out after thematic relevance review
RAW305,"PICT–A differentiable, GPU-accelerated multi-block PISO solver for simulation-coupled learning tasks in fluid dynamics",10.1016/j.jcp.2025.114433,T4,EXCLUDED,screened out after thematic relevance review
RAW306,Probabilistic Message Passing,10.1201/9781439808092-8,T3,EXCLUDED,no relevant methodological evidence
RAW307,Quantum Electromagnetic Finite-Difference Time-Domain Solver,10.20944/preprints202003.0369.v1,T4,EXCLUDED,screened out after thematic relevance review
RAW308,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",10.1039/d3dd00233k/v1/review1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW309,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,10.21236/ada620406,T4,EXCLUDED,screened out after thematic relevance review
RAW311,SPH (smoothed particle hydrodynamics) simulations of hypervelocity impacts,10.2172/6025786,T1;T7,EXCLUDED,screened out after thematic relevance review
RAW312,Topology-Aware Dynamic High-Order Graph Learning for Hyperspectral Image Classification,10.2139/ssrn.5381625,T5,EXCLUDED,screened out after thematic relevance review
RAW313,Towards Accelerating Physics Informed Graph Neural Network for Fluid Simulation,10.1145/3681756.3697879,T2,EXCLUDED,screened out after thematic relevance review
RAW315,A Dissipative Momentum-Conserving Time Integration Algorithm for Nonlinear Structural Dynamics,10.1142/s0219455421501169,T3,EXCLUDED,screened out after thematic relevance review
RAW316,A fourth-order finite difference solver for nerve conduction equation in rectangular domains,10.1063/1.2890406,T4,EXCLUDED,screened out after thematic relevance review
RAW317,"A Unified Machine Learning Framework for Enterprise Portfolio Forecasting, Risk Detection, and Automated Reporting",10.20944/preprints202511.2006.v1,T6,EXCLUDED,no relevant methodological evidence
RAW318,Aerofoil Optimisation via AD of a Multigrid Cell-Vertex Euler Flow Solver,10.1007/978-1-4613-0075-5_17,T4,EXCLUDED,screened out after thematic relevance review
RAW321,Compiler Support for Message Passing Systems,10.21236/ada336718,T3,EXCLUDED,no relevant methodological evidence
RAW322,Coupled Graph Neural Network and Fourier Neural Operator Architecture for Ensemble Workflows in 3d Reservoir Simulation,10.2118/223907-ms,T2,EXCLUDED,screened out after thematic relevance review
RAW323,DISCO-DJ I: a differentiable Einstein-Boltzmann solver for cosmology,10.1088/1475-7516/2024/06/063,T4,EXCLUDED,screened out after thematic relevance review
RAW324,DRUGSYNC: Prediction of Synergistic Drug Combinations Using GCN Graph Convolutional Network based and Pre-learned Drug-induced Gene Expression Profiles,10.1101/2024.12.05.627115,T2,EXCLUDED,screened out after thematic relevance review
RAW325,Extended Finite-State Machine Induction Using SAT-Solver,10.1109/icmla.2011.166,T1,EXCLUDED,screened out after thematic relevance review
RAW327,Getting away from the cutoff in regression discontinuity designs,10.1177/1536867x241276108,T5,EXCLUDED,no relevant methodological evidence
RAW328,Graph Neural Network Basis,10.1007/978-981-97-9933-6_3,T1,EXCLUDED,screened out after thematic relevance review
RAW329,High-Order Topology-Enhanced Graph Convolutional Networks for Dynamic Graphs,10.3390/sym14102218,T5,EXCLUDED,screened out after thematic relevance review
RAW330,Hybrid machine learning approach for Arabic medical web page credibility assessment,10.1177/14604582211070998,T6,EXCLUDED,no relevant methodological evidence
RAW331,Learning to Rank Model Performance and Review with Pairwise Transformations,10.31274/cc-20240624-948,T3,EXCLUDED,no relevant methodological evidence
RAW332,Long Arc Lightning Simulator.,10.21236/ada309773,T2,EXCLUDED,no relevant methodological evidence
RAW333,Noisy Differentiable Architecture Search,10.5244/c.35.434,T5,EXCLUDED,screened out after thematic relevance review
RAW334,Nonequilibrium Statistical Operator,10.5772/intechopen.84707,T2,EXCLUDED,no relevant methodological evidence
RAW336,Piecewise Linear Topology,10.1016/b978-044482432-5/50006-8,T5,EXCLUDED,no relevant methodological evidence
RAW337,Single-Level Differentiable Contact Simulation,10.1109/lra.2023.3268824,T5,EXCLUDED,screened out after thematic relevance review
RAW338,Solution verification,10.1017/cbo9780511760396.011,T6,EXCLUDED,screened out after thematic relevance review
RAW339,SPH Applied to Computational Heat Transfer Problems,10.1007/978-3-031-28946-0_4,T7,EXCLUDED,screened out after thematic relevance review
RAW341,Verification of the PWR core solver coupling the neutron code nTRACER with artificial neural networks for thermal–hydraulic feedback,10.3389/fenrg.2025.1693778,T6,EXCLUDED,screened out after thematic relevance review
RAW342,A ficitious domain general PDE solver,10.1016/b978-008043944-0/50985-9,T6,EXCLUDED,screened out after thematic relevance review
RAW343,A Fokker-Planck operator for unlike-particle collisions conserving parallel momentum,10.1016/0375-9601(75)90587-3,T3,EXCLUDED,screened out after thematic relevance review
RAW344,A hybrid simulation of contact discontinuity,10.1029/94gl01579,T5,EXCLUDED,no relevant methodological evidence
RAW345,A Machine Learning Based Forensic System for Road Accident Detection and Reporting,10.22214/ijraset.2026.78258,T6,EXCLUDED,no relevant methodological evidence
RAW348,Automated Network Topology Extraction Based on Graph Theory for Distributed Microgrid Protection in Dynamic Power Systems,10.3390/electronics8060655,T5,EXCLUDED,screened out after thematic relevance review
RAW349,CFD Newton Solvers with EliAD: An Elimination Automatic Differentiation Tool,10.1007/978-3-642-59334-5_17,T4,EXCLUDED,screened out after thematic relevance review
RAW350,Code-to-Code Verification of Thermal Hydraulic Subchannel Code LINDEN,10.1115/icone31-135128,T6,EXCLUDED,screened out after thematic relevance review
RAW351,Commentary: Physiological Responses and Training Satisfaction During National Rollout of a Neurosurgical Intraoperative Catastrophe Simulator for Resident Training,10.1227/ons.0000000000000548,T2,EXCLUDED,no relevant methodological evidence
RAW352,Compiler Support for Message Passing Systems.,10.21236/ada328290,T3,EXCLUDED,no relevant methodological evidence
RAW353,"Decision letter for ""EGraFFBench: evaluation of equivariant graph neural network force fields for atomistic simulations""",10.1039/d4dd00027g/v2/decision1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW354,Development of a particle simulator on cancer cell signaling network with PC cluster system,10.1109/iccas.2010.5669749,T2,EXCLUDED,screened out after thematic relevance review
RAW355,Efficient Hybrid Simulation Optimization via Graph Neural Network Metamodeling,10.1109/wsc60868.2023.10408474,T2,EXCLUDED,screened out after thematic relevance review
RAW356,Fragmentation Analysis of OG-7 Warhead Using AUTODYN SPH Solver,10.4028/www.scientific.net/amr.576.645,T1,EXCLUDED,screened out after thematic relevance review
RAW357,Improved cutoff functions for short-range potentials and the Wolf summation,10.1080/08927022.2022.2094430,T5,EXCLUDED,no relevant methodological evidence
RAW358,JAX-FEM: A differentiable GPU-accelerated 3D finite element solver for automatic inverse design and mechanistic data science,10.1016/j.cpc.2023.108802,T4,EXCLUDED,screened out after thematic relevance review
RAW359,Layer Dance: Pairwise Layer Training with Adaptive Learning Rates for Transformers,10.36227/techrxiv.174888672.29796823/v1,T3,EXCLUDED,no relevant methodological evidence
RAW360,Manifolds with unique differentiable structure,10.1016/0040-9383(84)90041-7,T5,EXCLUDED,screened out after thematic relevance review
RAW361,PARTICLE FLUID DYNAMICS,10.1016/b978-0-12-482250-4.50014-x,T2,EXCLUDED,screened out after thematic relevance review
RAW362,Reverse Nearest Neighbor Search,10.1007/978-0-387-39940-9_3478,T5,EXCLUDED,no relevant methodological evidence
RAW363,SIMULAÇÕES COMPUTACIONAIS UTILIZANDO &lt;i&gt;SMOOTHED PARTICLE HYDRODYNAMICS&lt;/i&gt; PARA A BUSCA DE MÍNIMOS DE FUNÇÕES SIMULAÇÕES COMPUTACIONAIS UTILIZANDO&lt;i&gt; SMOOTHED PARTICLE HYDRODYNAMICS&lt;/i&gt; PARA A BUSCA DE MÍNIMOS DE FUNÇÕES COMPUTATIONAL SIMULATIONS USING SMOOTHED PARTICLE HYDRODYNAMICS FOR FUNCTION MINIMIZATION SIMULACIONES COMPUTACIONALES UTILIZANDO SMOOTHED PARTICLE HYDRODYNAMICS PARA LA BÚSQUEDA DE MÍNIMOS DE FUNCIONES,10.47820/recima21.v6i12.7119,T1;T7,EXCLUDED,screened out after thematic relevance review
RAW364,Tangent linear and adjoint biogeochemical models,10.1029/gm114p0033,T4,EXCLUDED,screened out after thematic relevance review
RAW365,The Transition from a PVM Program Simulator to a Heterogeneous System Simulator: The HeSSE Project,10.1007/3-540-45255-9_37,T2,EXCLUDED,no relevant methodological evidence
RAW366,Using Automatic Differentiation to Create a Nonlinear Reduced-Order-Model Aerodynamic Solver,10.2514/1.36414,T4,EXCLUDED,screened out after thematic relevance review
RAW368,A cycle-accurate Network-on-Chip simulator with support for abstract task graph modeling,10.1109/issoc.2014.6972440,T2,EXCLUDED,screened out after thematic relevance review
RAW369,A hybrid method of peridynamic differential operator-based Eulerian particle method–immersed boundary method for fluid–structure interaction,10.1007/s40571-023-00562-5,T2,EXCLUDED,screened out after thematic relevance review
RAW370,A Thermal Machine Learning Solver For Chip Simulation,10.1109/mlcad55463.2022.9900086,T1,EXCLUDED,screened out after thematic relevance review
RAW371,Compiler Support for Message Passing Systems.,10.21236/ada324244,T3,EXCLUDED,no relevant methodological evidence
RAW372,Contact with Circles,10.1017/cbo9781139173377.009,T5,EXCLUDED,no relevant methodological evidence
RAW373,"Decision letter for ""EGraFFBench: evaluation of equivariant graph neural network force fields for atomistic simulations""",10.1039/d4dd00027g/v1/decision1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW374,Design and application of Parsim — a message-passing computer simulator,10.1049/ip-cdt:19970961,T2,EXCLUDED,no relevant methodological evidence
RAW375,Detailed analysis of the effects of stencil spatial variations with arbitrary high-order finite-difference Maxwell solver,10.1016/j.cpc.2015.11.009,T4,EXCLUDED,screened out after thematic relevance review
RAW376,"Development and responsibilities for verification, validation and uncertainty quantification",10.1017/cbo9780511760396.022,T6,EXCLUDED,screened out after thematic relevance review
RAW377,Discontinuous SPH (DSPH),10.1142/9789812564405_0005,T1;T7,EXCLUDED,screened out after thematic relevance review
RAW378,DPM-Solver-2M: A Fast Multistep DPM-Solver-Based Scheme for Real-Time MIMO Channel Estimation,10.1109/ojcoms.2025.3574087,T4,EXCLUDED,screened out after thematic relevance review
RAW379,Dynamic Graph Topology Learning with Non-Convex Penalties,10.23919/eusipco55093.2022.9909609,T5,EXCLUDED,screened out after thematic relevance review
RAW381,Examples of differentiable group actions,10.1016/0040-9383(65)90038-8,T5,EXCLUDED,screened out after thematic relevance review
RAW382,Extrapolating Treatment Effects in Multi-Cutoff Regression Discontinuity Designs,10.1080/01621459.2020.1751646,T5,EXCLUDED,no relevant methodological evidence
RAW383,Heterogeneous Graph Neural Network Methods for Multi-User Fluid Antenna Systems,10.1109/icoin68469.2026.11480535,T1,EXCLUDED,screened out after thematic relevance review
RAW384,Hierarchy of Models,10.1002/9781118445112.stat01557,T7,EXCLUDED,secondary source only
RAW385,Improving Differentiable Architecture Search Via Self-Distillation,10.2139/ssrn.4361706,T5,EXCLUDED,screened out after thematic relevance review
RAW386,Integrating Machine Learning Standards in Disseminating Machine Learning Research,10.5334/dsj-2026-001,T6,EXCLUDED,no relevant methodological evidence
RAW387,Linear and Angular Momentum of a Particle,10.2307/j.ctvcm4ggj.7,T3,EXCLUDED,screened out after thematic relevance review
RAW388,Machine Learning for the Peer Assessment Credibility,10.1145/3184558.3186957,T6,EXCLUDED,no relevant methodological evidence
RAW389,Method of Manufactured Learning for Solver-free Training of Neural Operators,10.2139/ssrn.6570011,T6,EXCLUDED,screened out after thematic relevance review
RAW390,Pairwise Classification,10.1007/978-1-4899-7687-1_100356,T3,EXCLUDED,no relevant methodological evidence
RAW391,Rollout-Erfolge durch systematische Präzision,10.1007/978-3-8348-2440-0_10,T2,EXCLUDED,no relevant methodological evidence
RAW392,SCIPUFF Tangent-Linear/Adjoint Model for Release Source Location from Observational Data,10.21236/ada545199,T4,EXCLUDED,screened out after thematic relevance review
RAW393,Sensitivity derivatives for advanced CFD algorithm and viscous modelling parameters via automatic differentiation,10.2514/6.1993-3321,T4,EXCLUDED,screened out after thematic relevance review
RAW394,Simulation of Social Network Information Retrieval and Classification Model Based on Graph Neural Network Algorithm,10.1109/csmis60634.2023.00060,T2,EXCLUDED,screened out after thematic relevance review
RAW395,Towards a graph neural network capable of realistically predicting DNA nanostructure equilibrium dynamics,10.26226/m.64c26778632e9539aa87da35,T3,EXCLUDED,screened out after thematic relevance review
RAW396,Verification of the Fourier-Enhanced 3d Finite Element Poisson Solver of the Gyrokinetic Full-F Code Picls,10.2139/ssrn.4403231,T6,EXCLUDED,screened out after thematic relevance review
RAW398,AFiD-Darcy: A finite difference solver for numerical simulations of convective porous media flows,10.1016/j.cpc.2025.109579,T4,EXCLUDED,screened out after thematic relevance review
RAW401,Automatic Differentiation on Differentiable Manifolds as a Tool for Robotics,10.1007/978-3-319-28872-7_29,T4,EXCLUDED,screened out after thematic relevance review
RAW402,Contact with Lines,10.1017/cbo9781139173377.008,T5,EXCLUDED,no relevant methodological evidence
RAW403,CrossGCL: Cross-Pairwise Graph Contrastive Learning for Unbiased Recommendation,10.2139/ssrn.4637729,T3,EXCLUDED,screened out after thematic relevance review
RAW405,"Decision letter for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",10.1039/d3dd00233k/v3/decision1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW407,Differentiable Neural Architecture Search for Domain Adaptation in Fault Diagnosis,10.2139/ssrn.4342199,T5,EXCLUDED,screened out after thematic relevance review
RAW408,End-to-End Hand Gesture Recognition Based on Dynamic Graph Topology Generating Mechanism and Weighted Graph Isomorphism Network,10.1109/m2vip62491.2024.10746060,T5,EXCLUDED,screened out after thematic relevance review
RAW410,Enhancing Non-Linear PDE Solver Convergence with Learnable Models,10.2514/6.2026-0494,T6,EXCLUDED,screened out after thematic relevance review
RAW411,Fallstudie IV: Smart Meter Rollout in Sweden,10.1007/978-3-8348-2440-0_21,T2,EXCLUDED,no relevant methodological evidence
RAW412,Fully Differentiable Boundary Element Solver Forhydrodynamic Sensitivity Analysis of Wave-Structureinteractions,10.2139/ssrn.5096214,T4,EXCLUDED,screened out after thematic relevance review
RAW413,HAMILTONIAN DYNAMICS OF NEURAL NETWORKS,10.1016/b978-0-444-89958-3.50009-7,T3,EXCLUDED,screened out after thematic relevance review
RAW414,Keynote Talk - Testing Machine Learning-Enabled Systems,10.1109/icst49551.2021.00011,T6,EXCLUDED,no relevant methodological evidence
RAW415,Mesh Graph Neural Network Framework for Accelerating Finite Element Simulation for Arbitrary Geometries,10.2139/ssrn.7140347,T2,EXCLUDED,screened out after thematic relevance review
RAW416,Numerical investigation of Magnetic Pulse Welding of D9 Steel Tube to SS316LN End Plug using Lagrangian Finite Element and Smoothed Particle Hydrodynamics (SPH) and its Experimental Validation,10.22541/au.165244698.83840654/v1,T7,EXCLUDED,screened out after thematic relevance review
RAW417,On imbedding numbers of differentiable manifolds,10.1016/0040-9383(86)90017-0,T5,EXCLUDED,screened out after thematic relevance review
RAW419,Review: Scalable data assimilation with message passing — R0/PR2,10.1017/eds.2024.47.pr2,T3,EXCLUDED,secondary source only
RAW420,Secure Data Governance for Enterprise Reporting: A Governance-Layer Model for SSRS-Based Architectures,10.51219/jaimld/hema-latha-boddupally/643,T6,EXCLUDED,no relevant methodological evidence
RAW421,Smoothed-particle hydrodynamics (SPH) methods,10.1201/b11033-9,T1;T7,EXCLUDED,screened out after thematic relevance review
RAW422,Spatial Data Dependence Graph Based Pre-RTL Simulator for Convolutional Neural Network Dataflows,10.1109/access.2022.3146413,T2,EXCLUDED,screened out after thematic relevance review
RAW423,Two-stage physics-informed Fourier neural operator for super-resolution reconstruction and prediction of flow fields,10.1088/1873-7005/ae79a2,T2,EXCLUDED,no relevant methodological evidence
RAW425,Wanna Get Away? Regression Discontinuity Estimation of Exam School Effects Away From the Cutoff,10.1080/01621459.2015.1012259,T5,EXCLUDED,no relevant methodological evidence
RAW426,When code smells meet ML: on the lifecycle of ML-specific code smells in ML-enabled systems,10.1007/s10664-025-10676-4,T6,EXCLUDED,no relevant methodological evidence
RAW427,A dispersion minimizing finite difference scheme and preconditioned solver for the 3D Helmholtz equation,10.1016/j.jcp.2012.07.048,T4,EXCLUDED,screened out after thematic relevance review
RAW430,Consolidated Standards of Reporting Trials: The Reporting Guideline for Randomized Controlled Trials,10.17135/jdhs.2014.14.3.269,T6,EXCLUDED,no relevant methodological evidence
RAW431,Countermeasures and Credibility Assessment,10.1016/b978-0-12-394433-7.00004-x,T6,EXCLUDED,no relevant methodological evidence
RAW432,"Decision letter for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",10.1039/d3dd00233k/v2/decision1,T3,EXCLUDED,duplicate/correction/peer-review record
RAW433,DFNSC: A particle tracking discrete fracture network simulator considering successive spatial correlation,10.1016/j.compgeo.2021.104156,T2,EXCLUDED,screened out after thematic relevance review
RAW434,Differentiable actions of classical groups on spheres,10.1016/0040-9383(70)90038-8,T5,EXCLUDED,screened out after thematic relevance review
RAW435,DIMES: A Differentiable Meta Solver for Combinatorial Optimization Problems,10.52202/068431-1851,T4,EXCLUDED,screened out after thematic relevance review
RAW436,Direct numerical simulations of turbulent pipe flow via a portable message-passing code,10.1016/b978-044482327-4/50075-9,T2,EXCLUDED,no relevant methodological evidence
RAW437,Enhanced Approximate Nearest Neighbor via Local Area Focused Search.,10.2172/1367491,T5,EXCLUDED,no relevant methodological evidence
RAW438,Federated Learning,10.1007/978-981-19-9711-2_8,T6,EXCLUDED,no relevant methodological evidence
RAW439,Fine-Grain Message-Passing Concurrent Computers.,10.21236/ada200789,T3,EXCLUDED,no relevant methodological evidence
RAW440,Fully Differentiable Ray Tracing via Discontinuity Smoothing for Radio Network Optimization,10.23919/eucap60739.2024.10501570,T5,EXCLUDED,screened out after thematic relevance review
RAW441,Incremental Dynamic Search Solver,10.1109/icmla.2017.0-124,T1,EXCLUDED,screened out after thematic relevance review
